brand,model,year,vehicle_age,price,transmission,mileage,fuel_type,tax,mpg,engine_size,source_file
Audi,A3,2015,9,9695,Manual,59200,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,11790,Manual,29813,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,14295,Semi-Auto,33319,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2015,9,10716,Manual,34616,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2016,8,16950,Manual,67000,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,9998,Manual,27890,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,11998,Semi-Auto,12277,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,9399,Manual,51445,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2016,8,12270,Manual,55885,Diesel,0,74.3,2.0,audi.csv
Audi,A4,2016,8,14798,Manual,32879,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2014,10,8280,Manual,81457,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,9250,Manual,61306,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2015,9,8000,Manual,92760,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2016,8,11000,Semi-Auto,73722,Diesel,0,72.4,2.0,audi.csv
Audi,A3,2016,8,8600,Manual,90818,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2015,9,8390,Manual,54000,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2015,9,8950,Manual,62710,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,16000,Manual,29112,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2016,8,11495,Manual,21000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,11295,Manual,44500,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2014,10,8895,Manual,50262,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2014,10,7951,Manual,53291,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2017,7,10995,Manual,45000,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,12400,Manual,18200,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2015,9,10800,Manual,55369,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2016,8,10765,Manual,38731,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2017,7,10465,Manual,44330,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,10800,Manual,55600,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2016,8,16600,Manual,29112,Diesel,0,74.3,2.0,audi.csv
Audi,A1,2015,9,10980,Manual,40222,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2015,9,9298,Manual,76623,Diesel,0,83.1,1.6,audi.csv
Audi,A4,2017,7,16320,Manual,33083,Diesel,0,74.3,2.0,audi.csv
Audi,A1,2016,8,9499,Manual,29793,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2015,9,9415,Manual,32637,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2013,11,6800,Manual,62023,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,11100,Manual,36151,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2014,10,8695,Manual,55000,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2017,7,10498,Manual,74501,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2017,7,11995,Manual,19924,Diesel,0,76.3,1.6,audi.csv
Audi,A4,2016,8,12816,Semi-Auto,57819,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2016,8,10191,Manual,27878,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2015,9,9442,Manual,69431,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,10490,Manual,55201,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2016,8,17495,Automatic,21132,Diesel,0,72.4,2.0,audi.csv
Audi,A3,2015,9,12495,Manual,20258,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2015,9,11995,Manual,39854,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2013,11,8995,Manual,68000,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2015,9,11120,Manual,69130,Diesel,0,74.3,2.0,audi.csv
Audi,A4,2016,8,13110,Semi-Auto,51124,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2015,9,11800,Manual,20518,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2016,8,15082,Automatic,29273,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2016,8,10990,Manual,17679,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,9000,Manual,54566,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2015,9,12995,Manual,20411,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,11950,Manual,34539,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2017,7,12100,Manual,28200,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,10330,Manual,30042,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2016,8,9995,Manual,42011,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2016,8,9995,Manual,35076,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2016,8,10020,Manual,36843,Diesel,0,76.3,1.6,audi.csv
Audi,A4,2016,8,15499,Automatic,43309,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2015,9,10495,Manual,34190,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2016,8,14998,Semi-Auto,44603,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2013,11,9755,Manual,44374,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,10790,Manual,19360,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2015,9,11495,Manual,34468,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,13695,Semi-Auto,40491,Diesel,0,72.4,2.0,audi.csv
Audi,A3,2017,7,12495,Semi-Auto,40307,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,11491,Manual,42157,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2016,8,9800,Manual,67537,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,11798,Manual,30864,Diesel,0,83.1,1.6,audi.csv
Audi,A3,2016,8,11498,Manual,28403,Diesel,0,83.1,1.6,audi.csv
Audi,A3,2017,7,12560,Manual,23450,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2013,11,6998,Manual,89831,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,10295,Manual,55905,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2016,8,10998,Manual,34507,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2017,7,11999,Semi-Auto,59000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,9500,Manual,56000,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2016,8,13500,Manual,54000,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2016,8,11500,Manual,27427,Diesel,0,83.1,1.6,audi.csv
Audi,A4,2016,8,13725,Manual,48891,Diesel,0,74.3,2.0,audi.csv
Audi,A1,2013,11,8354,Manual,57465,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,11790,Semi-Auto,68441,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2016,8,11210,Manual,29050,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2014,10,7690,Manual,77430,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2014,10,6795,Manual,72677,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,11999,Manual,29704,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2015,9,10000,Manual,40365,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2016,8,13500,Manual,21263,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2015,9,10920,Manual,34500,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2014,10,10995,Manual,51808,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2013,11,8495,Manual,41762,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,12995,Manual,49825,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2014,10,9990,Manual,70654,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,16490,Manual,26898,Diesel,0,74.3,2.0,audi.csv
Audi,A1,2016,8,12300,Semi-Auto,44290,Diesel,0,76.3,1.6,audi.csv
Audi,A4,2015,9,13750,Semi-Auto,46877,Diesel,0,72.4,2.0,audi.csv
Audi,A3,2016,8,10130,Manual,61130,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2017,7,12490,Manual,10481,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2017,7,11990,Manual,26994,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2016,8,12831,Manual,29891,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2017,7,11600,Manual,40795,Diesel,0,74.3,1.6,audi.csv
Audi,Q7,2016,8,37999,Automatic,36461,Diesel,0,156.9,3.0,audi.csv
Audi,A1,2016,8,10250,Manual,47776,Diesel,0,76.3,1.6,audi.csv
Audi,A4,2015,9,12450,Automatic,54549,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2015,9,9450,Manual,62500,Diesel,0,80.7,1.6,audi.csv
Audi,Q7,2016,8,34999,Semi-Auto,36461,Diesel,0,156.9,3.0,audi.csv
Audi,A4,2016,8,14250,Manual,35080,Diesel,0,74.3,2.0,audi.csv
Audi,A4,2017,7,19495,Manual,14417,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2016,8,12400,Manual,36149,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,12650,Manual,32137,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2017,7,9790,Manual,50095,Diesel,0,76.3,1.6,audi.csv
Audi,A4,2017,7,14199,Manual,59300,Diesel,0,74.3,2.0,audi.csv
Audi,A1,2016,8,10999,Manual,30000,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2017,7,14990,Manual,25417,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2014,10,11995,Manual,46887,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,10890,Manual,32500,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2015,9,12990,Manual,14333,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2014,10,12490,Manual,42000,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,11950,Manual,41502,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,14444,Automatic,28325,Diesel,0,72.4,2.0,audi.csv
Audi,A3,2016,8,8490,Manual,95856,Diesel,0,83.1,1.6,audi.csv
Audi,A3,2016,8,11477,Manual,28000,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2015,9,11000,Manual,45551,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2015,9,10490,Manual,42347,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,10495,Manual,59800,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,10500,Manual,27426,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,11000,Manual,39151,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2013,11,8990,Manual,70000,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,11490,Automatic,54000,Diesel,0,72.4,2.0,audi.csv
Audi,A4,2016,8,12990,Manual,45000,Diesel,0,74.3,2.0,audi.csv
Audi,A1,2015,9,7490,Manual,37000,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2014,10,5990,Manual,78000,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,13490,Manual,49000,Diesel,0,74.3,2.0,audi.csv
Audi,A1,2012,12,5990,Manual,80000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,9990,Manual,38000,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2016,8,8490,Manual,29000,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2014,10,7490,Manual,44000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2013,11,6490,Manual,69000,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,10399,Manual,67277,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,9799,Manual,56637,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2015,9,8990,Manual,49000,Diesel,0,83.1,1.6,audi.csv
Audi,A3,2015,9,10990,Manual,37000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2017,7,11842,Manual,41427,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,10299,Manual,31239,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2015,9,7990,Manual,31000,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2016,8,16499,Manual,28669,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2015,9,10800,Manual,52146,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2015,9,12000,Manual,35441,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2014,10,8244,Manual,86092,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2014,10,8499,Manual,32379,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,14399,Manual,40169,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2012,12,7175,Manual,65627,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2013,11,9261,Manual,43157,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,11530,Manual,28255,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2015,9,10899,Manual,21131,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2016,8,14195,Manual,44703,Diesel,0,74.3,2.0,audi.csv
Audi,A1,2012,12,6790,Manual,64446,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,13699,Automatic,45188,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2015,9,9999,Manual,23758,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2015,9,9470,Manual,31478,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2015,9,8990,Manual,40011,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2015,9,7793,Manual,101000,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2015,9,9390,Manual,90000,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2016,8,7791,Manual,122000,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,6793,Manual,123000,Diesel,0,83.1,1.6,audi.csv
Audi,A4,2016,8,10393,Manual,100000,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2016,8,11000,Manual,37235,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,11999,Automatic,41085,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,6793,Manual,130000,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,7791,Manual,122000,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,6793,Manual,123000,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2015,9,11786,Manual,21769,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2013,11,9312,Manual,63986,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,13799,Manual,32073,Diesel,0,74.3,2.0,audi.csv
Audi,A4,2016,8,10923,Manual,87754,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2016,8,9699,Manual,84049,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2014,10,12239,Manual,48030,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,10249,Manual,54735,Diesel,0,83.1,1.6,audi.csv
Audi,A3,2015,9,9999,Manual,41843,Diesel,0,83.1,1.6,audi.csv
Audi,A3,2015,9,8599,Manual,74209,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,10159,Manual,31461,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2016,8,9249,Manual,65436,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2016,8,10726,Manual,24755,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2016,8,11447,Manual,25818,Diesel,0,76.3,1.6,audi.csv
Audi,A4,2016,8,13476,Automatic,48764,Diesel,0,72.4,2.0,audi.csv
Audi,A1,2017,7,9999,Manual,29155,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,9999,Manual,37759,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2016,8,9999,Manual,33534,Diesel,0,83.1,1.6,audi.csv
Audi,A3,2013,11,7299,Manual,59447,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,11655,Automatic,39207,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2013,11,8799,Manual,55856,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2017,7,12799,Manual,27385,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,8500,Manual,75869,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2014,10,7599,Manual,50416,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2013,11,6299,Manual,80814,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,10000,Manual,36196,Diesel,0,80.7,1.6,audi.csv
Audi,A4,2015,9,9500,Automatic,100860,Diesel,0,72.4,2.0,audi.csv
Audi,A3,2015,9,9000,Manual,61220,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2016,8,8295,Manual,88340,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2016,8,13450,Manual,22652,Diesel,0,72.4,1.6,audi.csv
Audi,A3,2016,8,11200,Semi-Auto,66680,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2017,7,10450,Manual,40652,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2016,8,11600,Manual,21764,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2015,9,11000,Manual,25621,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2017,7,10400,Manual,55000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,11300,Manual,12650,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2015,9,9800,Manual,40573,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,10995,Manual,36120,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,12800,Automatic,34076,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,8099,Manual,67830,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2016,8,11000,Automatic,33035,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2017,7,11300,Manual,21713,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2014,10,9395,Manual,48000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,9500,Manual,44821,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2017,7,10175,Manual,38176,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2012,12,7714,Manual,43133,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2013,11,6485,Manual,65000,Diesel,0,74.3,1.6,audi.csv
Audi,A4,2016,8,15000,Manual,40187,Diesel,0,74.3,2.0,audi.csv
Audi,A1,2016,8,11399,Manual,17608,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,8751,Manual,57397,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2015,9,10199,Manual,54292,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2015,9,8199,Manual,68446,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,9499,Manual,48297,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2016,8,9432,Manual,38673,Diesel,0,76.3,1.6,audi.csv
Audi,A4,2016,8,15500,Manual,29454,Diesel,0,74.3,2.0,audi.csv
Audi,A1,2016,8,12000,Automatic,17358,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,10899,Automatic,30854,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2012,12,7099,Manual,46942,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2015,9,8499,Manual,56104,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,10289,Manual,33560,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2013,11,7699,Manual,60028,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2014,10,8150,Manual,65604,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2013,11,8150,Manual,37141,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,11646,Manual,29613,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2016,8,10999,Manual,19865,Diesel,0,76.3,1.6,audi.csv
Audi,A4,2015,9,10999,Manual,87652,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2015,9,8299,Manual,91334,Diesel,0,83.1,1.6,audi.csv
Audi,A1,2015,9,8554,Manual,69888,Diesel,0,80.7,1.6,audi.csv
Audi,A1,2013,11,7799,Manual,56123,Diesel,0,74.3,1.6,audi.csv
Audi,A3,2016,8,10999,Manual,36281,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,10499,Manual,34886,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2015,9,8799,Manual,60585,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2015,9,7295,Manual,104460,Diesel,0,83.1,1.6,audi.csv
Audi,A4,2016,8,10500,Manual,88230,Diesel,0,74.3,2.0,audi.csv
Audi,A4,2016,8,9795,Automatic,99740,Diesel,0,72.4,2.0,audi.csv
Audi,A3,2016,8,7500,Manual,116310,Diesel,0,83.1,1.6,audi.csv
Audi,A4,2016,8,11000,Manual,84380,Diesel,0,74.3,2.0,audi.csv
Audi,A3,2016,8,10990,Manual,57097,Diesel,0,83.1,1.6,audi.csv
Audi,A3,2015,9,11490,Manual,37238,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2014,10,10495,Manual,32000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,11990,Automatic,23000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,12490,Manual,39463,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2016,8,12790,Manual,15352,Diesel,0,76.3,1.6,audi.csv
Audi,A3,2014,10,10950,Manual,50652,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2014,10,12450,Manual,23000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2012,12,7475,Manual,70000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2011,13,6475,Manual,45000,Diesel,0,70.6,1.6,audi.csv
Audi,A1,2012,12,6790,Manual,65794,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2016,8,10695,Manual,52820,Diesel,0,76.3,1.6,audi.csv
Audi,A1,2014,10,7475,Manual,70000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2013,11,7490,Manual,49547,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2013,11,6575,Manual,75000,Diesel,0,74.3,1.6,audi.csv
Audi,A1,2015,9,9999,Manual,51395,Diesel,0,80.7,1.6,audi.csv
Audi,A3,2015,9,11899,Manual,35425,Diesel,0,74.3,1.6,audi.csv
